Name,Description,founded year,total funding amount (in usd),number of funding rounds,last funding date,last funding amount (in usd),city,region,country,investor names,founder names,number of employees,sector,website,linkedin url,market_size_billion,cagr_percent,timing_score,competitor_count,market_stage,confidence_score_market,us_sentiment,sea_sentiment,total_funding_billion,momentum_score
Cruise,"Cruise is building advanced self-driving vehicles to safely connect people with places, things, and experiences they care about. Cruise autonomous vehicles are actively navigating challenging and unpredictable driving environments, tackling the complex traffic scenarios human drivers face daily to bring self-driving technology to the world.",2013,15968800000.0,13,2024-06-11,850000000.0,San Francisco,California,United States,Y Combinator|Founder Collective|SV Angel|Microsoft|Felicis,Daniel Kan|Kyle Vogt,3000,"""Autonomous Vehicle Technology and AI Navigation Systems""",http://www.getcruise.com/,https://www.linkedin.com/company/cruise-automation-inc-,1.5,30.0,3.5,25,growth,0.85,3.8,3.2,0.5,3.5
Sigmoid,"Sigmoid is a Data Solutions company offering best-in-class services in Data Engineering and Data Science. Our 110+ team is strongly driven by the passion to unravel data complexities. We generate actionable insights and translate them into successful business strategies. We leverage our expertise in Open Source and Cloud Technologies to develop innovative frameworks catering to specific client needs. Our unique approach has positively influenced the business performance of our Fortune 1000 clients across the globe. We have a particularly strong presence in Advertising Technology, Retail-CPG and BFSI, wherein we are working with Top-3 players in each of these sectors. We are recognized among the world's most innovative tech companies and have won several awards like the TiE50 Winners (2018) and NASSCOM Emerge 50 (2017), among others.  Backed by Sequoia and Qualcomm Ventures, Sigmoid operates out of California- San Francisco and Santa Clara, New Jersey and Bengaluru, India.",2013,12000000.0,1,2022-09-14,12000000.0,San Francisco,California,United States,Peak XV Partners,Lokesh Anand|Mayur Rustagi|Rahul Singh,750,"""Data Engineering and Analytics for Business Optimization""",http://www.sigmoid.com/,https://in.linkedin.com/company/sigmoid-analytics,18.6,58.0,4.2,25,growth,0.85,4.5,4.0,2.1,4.0
CytoVale,"CytoVale is a medical technology company that focuses on advancing early detection technologies to diagnose immune-mediated diseases, revolutionizing diagnostics using cell mechanics and machine learning. The company was founded in 2013 by Ajay Shah and Dino Di Carlo and is based in San Francisco, California.",2013,228589594.0,11,2025-04-15,,South San Francisco,California,United States,National Science Foundation|Norwest Venture Partners|Alumni Ventures|Sands Capital Ventures|GRIDS Capital,Ajay Shah|Dino Di Carlo,30,"""AI-Driven Immune Disease Diagnostics Technology""",http://www.cytovale.com/,https://www.linkedin.com/company/cytovale,11.9,12.5,4.2,25,unknown,0.85,4.5,4.0,2.1,4.0
Litmus Automation,"Litmus is an IIoT company that enables data collection, analytics, and management with an Intelligent Edge Computing Platform for Industrial IoT. It provides the solution to transform critical edge data into actionable intelligence that can power maintenance, machine learning, and artificial intelligence. The company's vision is to enable organizations who envision the implementation of Internet of Things (IoT) to seamlessly connect their devices to applications that can generate business value from that data.Litmus Automation was founded in 2013 and is headquartered in San Jose, California.",2013,40700000.0,7,2022-09-13,30000000.0,San Jose,California,United States,Plug and Play|Alchemist Accelerator|Momenta|Mitsubishi Corporation|DMZ,Isha Sheth|John Younes|Sacha Sawaya|Vatsal Shah,175,"""Industrial IoT Edge Computing and Analytics Solutions""",http://litmus.io/,https://www.linkedin.com/company/litmus-automation,1.2,20.0,3.5,15,growth,0.85,3.8,3.2,0.5,3.7
Fuel50,"Fuel50 is the AI-powered Talent Marketplace that delivers internal talent mobility and workforce reskilling.  With hyper-personalized AI and a deeply embedded commitment to diversity and inclusion, Fuel50 mobilizes your talent. Fuel50’s ethical AI matches your people to opportunities in real-time, automatically maps your workforce architecture, and provides deep data insights for predictive talent and workforce planning.  Over 70 organizations around the globe saw immediate impact since deploying Fuel50, with up to 65% increase in lateral movement, 35% increase in internal recruitment, and 60% reduction in employee churn.  Fuel50 powers the workforce of the future.",2013,36127957.0,8,2021-04-08,15500000.0,Laguna Niguel,California,United States,Icehouse Ventures|PeakSpan Capital|Bonfire Ventures|New Zealand Growth Capital Partners|Enterprise Angels,Anne Fulton|Jo Mills,75,"""AI-Driven Talent Mobility and Workforce Reskilling Solutions""",https://fuel50.com/,https://www.linkedin.com/company/fuel50/,0.3,15.0,2.5,10,unknown,0.85,3.0,2.5,0.15,2.8
Hive,"Hive is the leading provider of cloud-based AI solutions to understand, search, and generate content, and is trusted by hundreds of the world’s largest and most innovative organizations. The company empowers developers with a portfolio of best-in-class, pre-trained AI models, serving billions of customer API requests every month. Hive also offers turnkey software powered by proprietary AI models and datasets, unlocking breakthrough applications for critical business needs with deep learning and generative AI. Collectively, Hive’s technology is transforming approaches to platform integrity / content moderation (including AI-generated content detection), brand protection, sponsorship measurement, context-based ad targeting, and more. Hive has raised over $120M in capital from leading investors, including General Catalyst, 8VC, Glynn Capital, Bain & Company, Visa Ventures, and others. In April 2021, Hive announced a $50M Series D at a $2B valuation. The San Francisco-based company has 175+ full-time employees globally, in addition to a distributed workforce of more than 2.5 million global contributors that supports data labeling operations. For more information, visit thehive.ai or follow on LinkedIn.",2013,120700000.0,5,2021-04-21,50000000.0,San Francisco,California,United States,General Catalyst|Founders Fund|8VC|Rocketship.vc|Bracket Capital,Dmitriy Karpman|Kevin Guo,375,"""Cloud-Based AI Content Generation and Moderation Solutions""",https://thehive.ai/,https://www.linkedin.com/company/hiveai/,0.15,20.0,2.5,10,unknown,0.85,2.8,2.5,0.3,2.7
Kore.ai,"Kore.ai is a developer of an enterprise conversational and generative AI platform to help organizations design, develop, test, and manage chatbots for internal or customer-facing business scenarios. The company’s innovative platform, no-code tools, and solutions are used to deliver end-to-end customer and employee experiences from automated to human-assisted and to build generative AI-enabled applications. Kore.ai takes an open approach allowing companies to choose the LLMs and infrastructure that best meet their business needs. Trusted by over 200 partners and 400 Fortune 2000 companies, Kore.ai helps them navigate their AI strategy. The company has a strong patent portfolio in the AI space and has been recognized as a leader and an innovator by top analysts. Headquartered in Orlando Kore.ai has a network of offices to support customers including in India, the UK, the Middle East, Japan, South Korea, and Europe.",2013,223500000.0,6,2024-01-30,150000000.0,Orlando,Florida,United States,NVIDIA|FTV Capital|Vistara Growth|PNC|Dallas Venture Capital,Raj Koneru,750,"""Enterprise Conversational AI and Chatbot Solutions""",https://kore.ai/,https://www.linkedin.com/company/kore-inc,0.3,20.0,3.5,15,growth,0.85,3.8,3.2,0.15,3.7
Citrine Informatics,"Citrine Informatics is a computer software company that specializes in the fields of big data, artificial intelligence, and machine learning. It features a software platform that ingests and analyzes vast quantities of technical data on materials, chemicals, and devices to streamline R&D, manufacturing, and supply chain operations for any organization that produces a physical product.  The company was founded in 2013 and headquartered in Redwood City, California.",2013,69104373.0,9,2023-09-22,4999999.0,Redwood City,California,United States,National Science Foundation|Alumni Ventures|Ulu Ventures|Tencent|Innovation Endeavors,Bryce Meredig|Greg Mulholland|Kyle Michel,175,"""AI-Driven Materials Data Analytics Platform""",http://www.citrine.io/,https://www.linkedin.com/company/citrine-informatics/,0.15,25.0,2.5,10,unknown,0.85,3.0,2.5,0.05,2.8
AtScale,"AtScale enables smarter decision-making by accelerating the flow of data-driven insights. The company’s semantic layer platform simplifies, accelerates, and extends business intelligence and data science capabilities for enterprise customers across all industries. With AtScale, customers are empowered to democratize data, implement self-service BI and build a more agile analytics infrastructure for better, more impactful decision making. For more information, please visit www.atscale.com and follow us on LinkedIn, Twitter or Facebook. Led by industry veterans from Yahoo!, Google, Netezza, IBM, Microsoft, Salesforce, Vertica, Cisco, and Oracle, AtScale is headquartered in Silicon Valley and Boston and has a presence across the globe.",2013,95000000.0,5,2018-12-12,50000000.0,San Mateo,California,United States,Morgan Stanley|Industry Ventures|Wells Fargo|Atlantic Bridge|Storm Ventures,David P. Mariani|James Lai|Matthew Baird|Sarah Gerweck,175,"""Enterprise Semantic Layer for Data Analytics""",http://atscale.com/,https://www.linkedin.com/company/atscale-inc-,0.3,25.0,3.5,15,growth,0.85,4.0,3.5,0.5,3.8
Xometry,"Xometry is a AI-enabled marketplace for on-demand manufacturing, transforming one of the largest industries in the world. Xometry uses its proprietary technology to create a marketplace that enables buyers to efficiently source on-demand manufactured parts and assemblies, and empowers sellers of manufacturing services to grow their businesses.",2013,447200000.0,9,2025-06-10,250000000.0,Gaithersburg,Maryland,United States,Bosch Ventures|Foundry Group|BMW i Ventures|Highland Capital Partners|Almaz Capital,Laurence Zuriff|Randy Altschuler,3000,"""AI-Driven On-Demand Manufacturing Marketplace""",https://www.xometry.com/,https://www.linkedin.com/company/xometry,0.5,12.5,3.5,15,unknown,0.85,3.8,3.2,0.3,3.5
