Name,Description,founded year,total funding amount (in usd),number of funding rounds,last funding date,last funding amount (in usd),city,region,country,investor names,founder names,number of employees,sector,website,linkedin url,market_size_billion,cagr_percent,timing_score,competitor_count,market_stage,confidence_score_market,us_sentiment,sea_sentiment,total_funding_billion,momentum_score
Kindred AI,"Kindred's mission is to build machines with human-like intelligence. Since its founding in 2014, Kindred has been exploring and engineering systems that enable robots to interact with the physical world, fulfilling the goal of bringing humans and intelligent machines together to solve real-world problems.  Kindred has built an AI platform that integrates vision, grasping and placement to create autonomous solutions for complex commercial problems. With increased labor complexities in e-commerce fulfillment centers, Kindred developed a flagship product, SORT, to help retailers stay competitive. Kindred smart piece-picking SORT robots tackle a labor intensive part of the supply chain, which is Putwall Sortation, completing the manual task to pick and place items into separate customer orders.  Kindred robots are currently in commercial use at e-commerce leaders including Gap, Inc., Carter’s and other global retailers. The Kindred SORT robots work alongside warehouse staff to quickly and accurately sort items into individual customer orders.  Kindred has offices in San Francisco & Toronto.",2014,79000000.0,3,2019-02-14,36000000.0,San Francisco,California,United States,Eclipse Ventures|Tencent|First Round Capital|DCVC|Bold Capital Partners,Geordie Rose|George Babu|James Bergstra|Suzanne Gildert,175,"""Robotic Process Automation for E-commerce Fulfillment""",https://www.kindred.ai/,https://www.linkedin.com/company/12958987/,0.1,20.0,3.0,10,growth,0.85,3.5,3.0,0.5,3.5
Session AI,"Session AI, formerly ZineOne, is a revolutionary in-session marketing platform, made to overcome one key challenge – that 90% of today’s ecommerce sessions are anonymous. Our advanced machine learning models have the power to understand any customer’s micro-behaviors, at scale, and deliver personalized experiences that convert, in real-time. All without the need for any personal information or historical data. Leading brands like KOHL’s, Men’s Wearhouse, KEEN and Advance Auto Parts have worked with Session AI to achieve remarkable results – seeing 32% lifts in conversion rates, and millions in attributed revenue. Additionally, we are proud to partner with top industry players like Adobe, Salesforce Commerce Cloud, HCL Software, Pega, and AWS.",2014,43000000.0,5,2022-09-06,28000000.0,Milpitas,California,United States,Norwest Venture Partners|Flourish Ventures|SignalFire|Golden Seeds|Hyderabad Angels,Arnab Mukherjee|Debjani Deb|Manish Malhotra,175,"""Real-Time AI-Driven E-commerce Personalization Solutions""",http://www.sessionai.com/,https://www.linkedin.com/company/sessionai/,1.2,20.0,3.5,15,growth,0.85,3.8,3.2,0.5,3.7
HealthJoy,"HealthJoy is a benefits experience platform helping companies save money while improving employee satisfaction. Through personalized guidance and AI technology, it empowers employees to better use and understand their benefits. The result is happier employees, increased cost containment, and fewer questions for HR. HealthJoy integrates a client’s existing benefits to deliver each employee a personalized digital benefits wallet that keeps benefits top-of-mind. Employees also gain on-demand access to online medical consultations, live healthcare concierges, Rx savings, and much more. HealthJoy empowers employees to become educated healthcare shoppers and fundamentally changes healthcare dynamics.",2014,108500000.0,5,2022-10-27,60000000.0,Chicago,Illinois,United States,GoHealth|U.S. Venture Partners|Valspring Capital|CIBC Innovation Banking|EPIC Ventures,Doug Morse-Schindler|Justin Holland,375,"""AI-Driven Employee Benefits Optimization Platform""",http://www.healthjoy.com/,https://www.linkedin.com/company/healthjoy,0.5,15.0,3.5,10,unknown,0.85,4.0,3.5,0.5,3.0
Clear Labs,"Clear Labs offers next-generation sequencing and data analytics for infectious disease surveillance and food safety testing. The company's platforms, Clear Dx™ and Clear Safety™, enable rapid identification of pathogens and support public health initiatives. The company focuses on delivering actionable insights to enhance safety and operational efficiency in various sectors.",2014,156475000.0,9,2025-01-13,30000000.0,San Carlos,California,United States,Menlo Ventures|Plug and Play|Khosla Ventures|Alumni Ventures|Felicis,Mahni Ghorashi|Sasan Amini,75,"""Next-Generation Sequencing for Infectious Disease Surveillance""",https://www.clearlabs.com/,https://www.linkedin.com/company/clear-labs,0.886,19.3,3.8,25,growth,0.85,4.2,3.8,0.5,3.7
Augur Security,"Augur Security uses science to predict where attacks will originate - on average 51 days before they strike - with over 97% accuracy and <.01 false positives. Our 5,000+ adversary profiles ensure you can PREDICT and PREVENT attacks before they strike while giving your SOC, CERT, and InfoSec teams DETECT and RESPONSE superpowers.",2014,7000000.0,3,2025-04-24,7000000.0,San Diego,California,United States,SixThirty|General Advance|EvoNexus|Travis McPeak|AB Xelerate,Saeed Abu-Nimeh|Victor Baddour,30,"""Predictive Cybersecurity Analytics and Threat Intelligence Solutions""",https://www.augursecurity.com/,https://www.linkedin.com/company/augur-sec,71.1,4.62,4.2,25,unknown,0.85,4.5,4.0,2.1,4.0
Stackline,"On a mission to fuel the future of commerce by bringing brands and customers closer together, Stackline is the first full-funnel connected commerce platform for the world’s most innovative brands. Stackline's proprietary neural networks and deep learning systems surface and visualize transformational omnichannel insights, power market-leading advertising performance, and activate every step of the shopper journey. Brand leaders, product innovators, and performance marketers trust Stackline to power profitable growth in an increasingly complex retail ecosystem.",2014,180000000.0,2,2021-06-08,130000000.0,Seattle,Washington,United States,TA Associates|GS Growth,Michael Lagoni|Michael Masaki|Mitchell Keidan|Rajan Ramasamy,375,"""Omnichannel Retail Analytics and Advertising Solutions""",https://www.stackline.com/,https://in.linkedin.com/company/stackline,2.2,18.9,4.5,10,growth,0.85,4.8,4.2,0.5,4.5
Hyperscience,"Hyperscience is a technology company that develops AI-based enterprise software designed to automate office work processes. The software uses machine learning to process structured and semi-structured documents, automate data entry, extract key details from invoices, and reconcile compliance-driven data to enable businesses to streamline complex processes automatically and increase productivity. It aims to modernize mission-critical processes and operations for organizations and governments.",2014,288879675.0,9,2021-12-22,100000000.0,New York,New York,United States,Gaingels|BoxGroup|Bessemer Venture Partners|Bond|Slow Ventures,Krasimir Marinov|Peter Brodsky|Vladimir Tzankov,375,"""AI-Driven Document Processing Automation Solutions""",http://www.hyperscience.com/,https://www.linkedin.com/company/hyperscience,0.5,10.0,3.0,10,unknown,0.85,3.5,3.0,0.1,2.5
GrubMarket,"GrubMarket is an AI-powered B2B eCommerce company operating in the American food supply chain industry. Besides being the first mover of building B2B eCommerce, GrubMarket is also the first mover of providing Enterprise AI Solutions to the American food supply chain industry. It is one of the largest private food tech companies in the U.S. and the world.",2014,549100000.0,9,2025-03-18,50000000.0,San Francisco,California,United States,Gaingels|BlackRock|Trinity Capital|Alumni Ventures|Y Combinator,Mike Xu,10001,"""AI-Driven B2B Food Supply Chain E-Commerce Solutions""",https://www.grubmarket.com/,https://www.linkedin.com/company/grubmarket-inc-,0.0,0.0,0.0,0,unknown,0.35,4.5,4.0,0.0,0.0
Ursa Space Systems,Ursa Space Systems is a space 3.0 analytics-as-a-service company that brings transparency to global markets to help traders and analysts in the finance and energy industries make more informed decisions. It uses space-based data from radar satellites as the source of its timely reports.,2014,72528857.0,11,2024-11-07,10000000.0,Ithaca,New York,United States,New Enterprise Associates|Paladin Capital Group|S&P Global|RRE Ventures|Razor's Edge Ventures,Adam Maher|Derek Edinger|Julie Baker,30,"""Space-Based Data Analytics for Financial Markets""",https://ursaspace.com/,https://www.linkedin.com/company/ursa-space-systems-inc-,0.05,20.0,2.5,5,unknown,0.85,3.5,3.0,0.1,2.5
Ushur,"Ushur is a cloud-based automation platform that automates service workflows in both the backend process and conversational interfaces.The company develops intelligent automation solutions that include, Ushur Virtual Customer Assistant, smart technology that automates proactive member, claimant, agent, or broker communications across virtually any channel, reaching out to customers, understanding what they need, and automatically taking the next steps; Ushur SmartMail, a software that allows insurers to process high-volumes of the customer, agent and broker email automatically, allowing carriers to respond faster and efficiently; Ushur Flowbuilder, the web-based no-code builder allows claims, broker services, and customer support teams to build, deploy and track rich digital engagements that improve business agility and the customer experience while minimizing the burden on IT. By leveraging the company's Robotic Process Automation (RPA) and Language Intelligence Service Architecture (LISA), insurance companies can accelerating capital and time-intensive processes like claims, customer support, billing, and enrollment to digitally transform service workflows.",2014,106999998.0,6,2025-02-07,14999998.0,Santa Clara,California,United States,Plug and Play|8VC|Iron Pillar|Third Point Ventures|Pentland Ventures,Henry Peter|Simha Sadasiva,375,"""AI-Driven Insurance Workflow Automation Solutions""",https://ushur.com/,https://www.linkedin.com/company/ushur-me,0.5,15.0,3.5,10,unknown,0.85,4.0,3.5,0.5,3.0
Sentera,"Sentera provides decision support and insights to growers, advisors, and enterprise customers.  Our products use machine learning, modeling, and data sciences tools to gather data, organize it, and quickly turn it into insights that improve outcomes for growers, advisors, and retailers.  We deliver the best insights from high-resolution drone imagery, satellites, field equipment, and other sensors, and combine it with advanced modeling and analytics tools at scale.",2014,62439193.0,6,2023-05-02,,Saint Paul,Minnesota,United States,La Caisse|S2G Investments|AgFunder|iSelect Fund|Middleland Capital,Eric Taipale|Greg Emerick|John Hudson|Kris Poulson,175,"""AI-Driven Agricultural Decision Support Solutions""",https://sentera.com/,https://www.linkedin.com/company/sentera/,0.15,22.5,3.5,20,growth,0.85,3.8,3.5,0.15,3.5
Komodo Health,"Komodo Health develops computer software that brings transparency and market intelligence to healthcare and life sciences. Its software platform applies artificial intelligence and other advanced data science techniques to its Healthcare Map. The company empowers a multitude of healthcare stakeholders life science companies, healthcare payers and providers, patient advocacy groups, and others to create a more cost-effective, value-driven healthcare system.",2014,514000000.0,7,2022-12-13,200000000.0,San Francisco,California,United States,Andreessen Horowitz|Coatue|Felicis|ICONIQ Growth|Oak HC/FT,Arif Nathoo|Web Sun,750,"""AI-Driven Healthcare Market Intelligence Software""",https://www.komodohealth.com/,https://www.linkedin.com/company/komodo-health,0.6,40.0,3.5,10,growth,0.85,4.0,3.5,0.2,3.5
